year,MEAN_CO2,DIFF_ANNUAL_MEAN,DIFF_ANNUAL_MEAN_ERROR
2014,398.3841501548592,,
2015,400.10587853230703,1.721728377447846,
2016,402.9773456013876,2.871467069080552,0.20052841662794188
2017,405.6050022315379,2.627656630150341,0.191017591704799
2018,407.5355404204433,1.9305381889053592,0.19060901822222998
2019,410.02109817285844,2.4855577524151613,0.19060516857728146
2020,412.74382220487587,2.7227240320174246,0.19060465080398614
2021,415.2755946206064,2.5317724157305292,0.19060596860895088
2022,417.52203279025713,2.2464381696507303,0.1906146203523815
2023,419.70963863363613,2.1876058433790035,0.19145270860239036
2024,422.6689031798217,2.9592645461855795,0.21753145935470583
